block_time,fee_schedule,fee_schedule_label,cohort,cohort_label,n,mean,std,median_R,p2_5,p25,p75,p97_5,source
7,static,Static,jiter,Jiter,5624,-13.384601231169691,13.02939536325846,-10.121755334983852,-47.03255942937899,-16.787881050526924,-5.659135424378373,-0.2653019865511561,/mnt/external/scenarios/model2_static/lvr_vs_blocksize/static_flow_model2_static_runs50_B2to16_seed10_step1_6/dLVR_over_dFees_summary.csv
7,toxicity,Toxicity,active,Active LPs,5337081,129317.09458725453,298673302.2613502,0.7714157839149236,-2.0336643861609702,-0.0861980850699954,1.2324277268804686,3.019124094266521,/mnt/external/scenarios/model2_tox/lvr_vs_blocksize/toxicity_flow_model2_tox_runs50_B2to16_seed10_step1_2/dLVR_over_dFees_summary.csv
7,toxicity,Toxicity,passive,Passive LPs,5347433,0.5382996653902571,2.439356924643279,0.7501754801091058,-2.099354599709557,-0.1021880565366543,1.20871641180661,2.794286037649632,/mnt/external/scenarios/model2_tox/lvr_vs_blocksize/toxicity_flow_model2_tox_runs50_B2to16_seed10_step1_2/dLVR_over_dFees_summary.csv
7,toxicity,Toxicity,jiter,Jiter,1551016,0.1404805707697684,1.2181797464214004,0.5620634248358848,-1.976039076593336,-0.9380810094561026,1.042939726520966,1.9595298719747376,/mnt/external/scenarios/model2_tox/lvr_vs_blocksize/toxicity_flow_model2_tox_runs50_B2to16_seed10_step1_2/dLVR_over_dFees_summary.csv
7,volatility_cex,Volatility (CEX),active,Active LPs,5384671,1.855143261553472,506.7569842924632,0.7459446462487389,-2.509474702187389,-0.1477068229646958,1.5809158736396056,4.119951495703425,/mnt/external/scenarios/model2_vol_cex/lvr_vs_blocksize/volatility_cex_flow_model2_vol_cex_runs50_B2to16_seed10_step1_2/dLVR_over_dFees_summary.csv
7,volatility_cex,Volatility (CEX),passive,Passive LPs,5388031,0.6939906260346683,4.046199620763902,0.7187842935669346,-2.5624799851601288,-0.1638871461745875,1.5425213461362637,3.96326924683858,/mnt/external/scenarios/model2_vol_cex/lvr_vs_blocksize/volatility_cex_flow_model2_vol_cex_runs50_B2to16_seed10_step1_2/dLVR_over_dFees_summary.csv
7,volatility_cex,Volatility (CEX),jiter,Jiter,1232505,0.0127690350369663,1.6031867575058374,0.1329297010977364,-3.108269267208427,-1.014633215880835,1.021510247064899,2.899052085254181,/mnt/external/scenarios/model2_vol_cex/lvr_vs_blocksize/volatility_cex_flow_model2_vol_cex_runs50_B2to16_seed10_step1_2/dLVR_over_dFees_summary.csv
7,volatility_dex,Volatility (DEX),active,Active LPs,5365815,748.1253234706147,1727467.792456824,0.7312937442303933,-3.0667873097004583,-0.2322017064558715,1.855887343363132,6.041281871635196,/mnt/external/scenarios/model2_vol_dex/lvr_vs_blocksize/volatility_dex_flow_model2_vol_dex_runs50_B2to16_seed10_step1_2/dLVR_over_dFees_summary.csv
7,volatility_dex,Volatility (DEX),passive,Passive LPs,5380939,0.8406241482101849,3.648112693862485,0.7018584540168126,-3.178476340099269,-0.2474707258388122,1.7796226567501503,5.724180875197676,/mnt/external/scenarios/model2_vol_dex/lvr_vs_blocksize/volatility_dex_flow_model2_vol_dex_runs50_B2to16_seed10_step1_2/dLVR_over_dFees_summary.csv
7,volatility_dex,Volatility (DEX),jiter,Jiter,1303189,-0.0534599516544577,1.703825244819053,0.025819085792442,-3.444928875138714,-1.0058722741640915,0.9506452937068258,3.0245216471632204,/mnt/external/scenarios/model2_vol_dex/lvr_vs_blocksize/volatility_dex_flow_model2_vol_dex_runs50_B2to16_seed10_step1_2/dLVR_over_dFees_summary.csv
8,static,Static,active,Active LPs,24839010,8.54939297711317,17113.518347224242,1.596703247621925,-23.61064168513436,-2.931398972131188,7.528047135818403,31.093338288458085,/mnt/external/scenarios/model2_static/lvr_vs_blocksize/static_flow_model2_static_runs50_B2to16_seed10_step1_6/dLVR_over_dFees_summary.csv
8,static,Static,passive,Passive LPs,24832106,2.3056441969714774,130.31939368497646,1.5152352354115834,-33.42611931927898,-3.2227060238945677,7.580771137181507,39.78676100422395,/mnt/external/scenarios/model2_static/lvr_vs_blocksize/static_flow_model2_static_runs50_B2to16_seed10_step1_6/dLVR_over_dFees_summary.csv
8,static,Static,jiter,Jiter,7368,-14.466591738223975,13.738662246883443,-10.934259572765985,-51.35535707162105,-18.4330920925293,-6.187579962885379,-0.2331984232031638,/mnt/external/scenarios/model2_static/lvr_vs_blocksize/static_flow_model2_static_runs50_B2to16_seed10_step1_6/dLVR_over_dFees_summary.csv
8,toxicity,Toxicity,active,Active LPs,5505359,52738.43234257738,115860227.00599824,0.7324576486394693,-2.0141666877110267,-0.1030250966223693,1.21875479234899,3.0266119973654657,/mnt/external/scenarios/model2_tox/lvr_vs_blocksize/toxicity_flow_model2_tox_runs50_B2to16_seed10_step1_2/dLVR_over_dFees_summary.csv
8,toxicity,Toxicity,passive,Passive LPs,5514287,0.5250013107933628,5.107265869241491,0.7107782653271176,-2.096234323228863,-0.1207756897722688,1.1967156751740116,2.826235254380688,/mnt/external/scenarios/model2_tox/lvr_vs_blocksize/toxicity_flow_model2_tox_runs50_B2to16_seed10_step1_2/dLVR_over_dFees_summary.csv
8,toxicity,Toxicity,jiter,Jiter,1773518,0.1474698291069936,1.221672548681689,0.5532294183471673,-1.978501104046204,-0.9255631660849784,1.0460862143260758,1.9953789292694823,/mnt/external/scenarios/model2_tox/lvr_vs_blocksize/toxicity_flow_model2_tox_runs50_B2to16_seed10_step1_2/dLVR_over_dFees_summary.csv
8,volatility_cex,Volatility (CEX),active,Active LPs,5541117,928.5211625975644,2155633.758172287,0.694295012490851,-2.459528954758365,-0.1577671287587283,1.546141164869996,4.052139718425181,/mnt/external/scenarios/model2_vol_cex/lvr_vs_blocksize/volatility_cex_flow_model2_vol_cex_runs50_B2to16_seed10_step1_2/dLVR_over_dFees_summary.csv
8,volatility_cex,Volatility (CEX),passive,Passive LPs,5543343,0.6834157966798613,13.181493191835566,0.6679476481691243,-2.5248051718796063,-0.1748460803293811,1.5107936410316696,3.9264486576719206,/mnt/external/scenarios/model2_vol_cex/lvr_vs_blocksize/volatility_cex_flow_model2_vol_cex_runs50_B2to16_seed10_step1_2/dLVR_over_dFees_summary.csv
